S_N,Gender,Age,EID1,EID2,EID3,EID4,EID5,EID6,EID7,EID8,EID9,CDB1,CDB2,CDB3,CDB4,CDB5,REB1,REB2,REB3,REB4,REB5,REB6,REB7,REB8,AAB1,AAB2,AAB3,AAB4,AAB5,AAB6,AAB7,AAB8,HIB1,HIB2,HIB3,HIB4,HIB5,HIB6,HIB7,AVB1,AVB2,AVB3,AVB4,AVB5,GFB1,GFB2,GFB3,GFB4,GFB5,GFB6,GFB7,GFB8,GFB9,GFB10,GFB11,OCB1,OCB2,OCB3,OCB4,OCB5,OCB6,OCB7,OCB8,LAB1,LAB2,LAB3,LAB4,LAB5,LAB6,LAB7,LAB8,SCB1,SCB2,SCB3,SCB4,SCB5,SCB6,SCB7,RAB1,RAB2,RAB3,RAB4,RAB5,RAB6,RAB7,HEB1,HEB2,HEB3,HEB4,HEB5,HEB6,SIB1,SIB2,SIB3,SIB4,SIB5,SIB6,SIB7,MEB1,MEB2,MEB3,MEB4,MEB5,MEB6,MEB7,MEB8,MEB9,COB1,COB2,COB3,COB4,COB5,COB6,PPB1,PPB2,PPB3,PPB4,PPB5,PPB6,PPB7,EEX1,EEX2,EEX3,EEX4,EEX5,EEX6,EEX7,EEX8,PFN1,PFN2,PFN3,PFN4,PFN5,PFN6,PFN7,PFN8,RPE1,RPE2,RPE3,RPE4,RPE5,RPE6,RPE7,RPR1,RPR2,RPR3,RPR4,RPR5,RPR6,RPR7
171,1,3,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7
172,1,2,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,7,6,7,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6
173,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7
174,1,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6
175,1,2,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7
176,1,3,6,7,6,7,7,7,6,6,7,6,7,7,7,6,6,7,7,7,6,6,7,6,7,7,7,7,6,7,6,7,7,7,6,7,7,6,7,6,7,7,6,7,6,7,6,6,6,6,6,7,7,6,7,7,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6
177,1,3,6,7,6,7,7,7,6,6,7,6,7,7,7,6,6,7,7,7,6,6,7,6,7,7,7,7,6,7,6,7,7,7,6,7,7,6,7,6,6,7,6,7,6,7,6,6,6,6,6,7,7,6,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6
178,2,2,6,7,6,7,7,7,6,6,7,6,7,7,7,6,6,7,7,7,6,6,7,6,7,7,7,7,6,7,6,7,7,7,6,7,7,6,7,6,6,7,6,7,6,7,6,6,6,6,6,7,7,6,7,7,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
179,1,2,6,7,6,7,7,7,6,6,7,6,7,7,7,6,6,7,7,7,6,6,7,6,7,7,7,7,6,7,6,7,7,7,6,7,7,6,7,6,7,7,6,7,6,7,6,6,6,6,6,7,7,6,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
180,1,3,3,6,6,6,7,6,6,7,6,6,6,3,7,6,6,6,7,7,6,7,6,6,6,6,6,6,7,6,6,6,3,6,6,7,6,7,6,6,7,6,7,6,7,7,7,7,7,6,6,7,6,6,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
181,1,2,3,6,6,6,7,6,6,7,6,6,6,3,7,6,6,6,7,7,6,7,6,6,6,6,6,6,7,6,6,6,3,6,6,7,6,7,7,6,7,6,6,6,7,7,7,7,7,6,6,7,6,6,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
182,2,4,3,7,7,6,7,6,7,7,7,7,6,3,7,6,6,5,7,7,6,7,6,7,6,7,6,7,7,7,7,7,3,6,6,7,6,7,7,6,7,6,6,6,7,7,7,7,7,7,7,7,6,6,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6
183,1,2,7,7,7,6,7,6,7,7,7,7,6,7,7,6,7,5,7,7,7,7,6,7,6,7,6,7,7,7,7,7,7,7,6,7,6,7,6,7,7,6,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
184,1,2,7,7,7,6,7,6,7,7,7,7,6,7,7,6,7,5,7,7,7,7,6,7,6,7,6,7,7,7,7,7,7,7,6,7,6,7,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6
185,1,3,7,7,7,6,7,6,7,7,7,7,6,7,7,6,7,5,7,7,7,7,6,7,6,7,6,7,7,7,7,7,7,7,6,7,6,7,6,7,7,6,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7,6,7,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
186,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
187,1,3,5,5,5,5,5,6,5,7,5,5,5,5,5,5,5,5,7,5,6,7,5,5,5,5,6,5,7,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,7,7,5,5,5,5,5,5,5,5,7,5,5,7,6,6,6,6,6,6,6,6,6,6,6,7,7,6,7,6,7,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
188,1,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
189,1,3,5,7,7,6,6,6,7,6,7,7,7,5,6,6,6,5,6,6,6,6,6,7,6,7,6,7,6,7,7,7,5,6,6,6,6,6,6,6,5,6,5,6,5,6,6,6,6,7,7,5,6,6,6,5,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
190,1,2,5,5,6,5,7,6,7,7,7,7,7,5,7,7,7,5,7,7,6,7,5,7,5,7,6,7,7,7,7,7,5,7,7,7,7,7,7,7,5,7,6,5,5,7,7,7,7,7,7,5,5,7,7,5,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
191,1,3,5,5,1,5,1,5,3,6,3,3,3,5,1,1,3,5,6,3,6,6,5,3,5,3,5,3,6,3,3,3,5,3,5,3,5,6,3,5,5,5,6,5,5,3,6,6,3,3,3,5,5,3,3,5,6,3,3,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
192,1,2,5,7,5,7,6,5,7,7,7,7,7,5,6,6,7,5,7,7,6,7,7,7,7,7,5,7,7,7,7,7,5,7,5,7,5,7,7,5,5,5,6,7,5,7,7,7,7,7,7,5,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6
193,2,2,5,7,5,7,7,7,7,7,7,7,7,5,7,7,7,5,7,7,6,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,5,7,6,7,5,7,7,7,7,7,7,5,7,7,7,5,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6
194,2,2,5,7,5,7,7,7,7,7,7,7,7,5,7,7,7,5,7,7,6,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,6,7,5,7,6,7,5,7,7,7,7,7,7,5,7,7,7,5,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,7,6,7,6,7,7,6,7,7,7,7,6,7,6,7,6,7,7,6,7,7,7,7,6,7,6,7,6,7,7,6,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6
195,1,2,5,7,5,7,7,6,7,7,7,7,6,5,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,7,7,7,5,7,7,7,7,7,7,7,5,7,5,7,5,7,7,7,7,7,7,5,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7
196,1,3,5,7,5,7,7,6,7,7,7,7,6,5,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,7,7,7,5,7,7,7,7,7,7,6,5,7,5,7,5,7,7,7,7,7,7,5,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,6,6,7,6,6,6,7,7,6,7,6,7,6,6,7,6,6,6,7,7,6,7,6,7,6,6,7,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7
197,1,2,5,7,5,7,7,6,7,7,7,7,6,5,7,7,7,5,7,7,6,7,7,7,7,7,6,7,7,7,7,7,5,7,7,7,7,7,6,7,5,7,5,7,5,7,7,7,7,7,7,5,7,7,7,5,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6
198,2,4,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7
199,1,2,5,7,5,6,7,6,7,6,7,7,6,5,7,6,7,5,7,7,7,7,6,7,6,7,6,7,7,7,7,7,5,7,6,7,6,7,7,7,5,6,5,6,5,7,7,7,7,7,7,5,7,6,7,5,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6
200,1,2,5,7,5,6,7,6,7,6,7,7,6,5,7,5,7,5,7,7,7,7,6,7,6,7,6,7,7,7,7,7,5,7,6,7,6,7,7,7,5,6,5,6,5,7,7,7,7,7,7,5,7,6,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7
201,1,3,5,7,5,6,7,6,7,6,7,7,6,5,7,5,7,5,6,7,7,6,6,7,6,7,6,7,6,7,7,7,5,7,6,7,6,6,7,7,5,6,5,6,5,7,6,6,7,7,7,5,7,6,7,5,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,7,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6
202,1,2,3,7,5,6,7,6,7,6,7,7,6,3,7,5,7,5,7,7,7,7,6,7,6,7,6,7,7,7,7,7,3,7,6,7,6,7,7,7,7,6,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7
203,1,3,3,7,5,6,5,6,7,6,7,7,6,3,5,5,7,5,7,5,7,7,6,7,6,7,6,7,7,7,7,7,3,7,6,5,6,7,7,7,7,6,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,6,7,6,7,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6
204,1,3,6,7,5,6,7,6,7,6,7,7,6,6,7,5,7,5,7,7,7,7,6,7,6,7,6,7,7,7,7,7,7,7,6,7,6,7,7,7,7,6,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,6,7,6,7,6,6,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7
205,1,3,6,7,5,5,5,7,7,7,7,7,6,6,5,5,7,5,7,5,7,7,5,7,5,7,7,7,7,7,7,7,5,7,7,5,5,7,7,7,5,5,7,5,5,7,7,7,7,7,7,5,7,7,7,5,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,6,7,6,6,6,7,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6
206,1,2,6,6,5,6,6,6,7,6,7,6,6,6,6,5,6,5,6,6,6,6,6,7,6,7,6,7,6,7,6,7,5,6,6,6,6,6,6,6,5,6,6,6,5,6,6,6,6,7,7,5,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7
207,1,3,6,6,5,7,7,7,7,7,7,6,6,6,7,5,7,5,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7
208,1,2,7,6,5,7,7,7,7,7,7,6,6,7,7,5,7,5,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6
209,2,2,5,6,5,6,6,6,7,6,7,6,7,5,6,6,6,6,6,6,6,6,6,7,6,7,6,7,6,7,6,7,5,6,6,6,6,6,6,6,5,6,6,6,5,6,6,6,6,7,7,5,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
210,2,2,7,6,5,6,7,7,7,7,7,6,7,7,7,7,7,6,7,7,6,7,7,7,6,7,7,7,7,7,6,7,7,7,7,7,6,7,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6
211,2,2,7,6,5,7,7,7,7,7,7,6,6,7,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,5,6,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,7,6,7,7,6,7,7,7,6,6,7,6,7,6,7,7,6,7,7,7,6,6,7,6,7,6,7,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7
212,2,3,3,6,5,6,7,7,7,6,7,6,7,3,7,6,7,5,6,7,6,7,6,7,6,7,7,7,7,7,6,7,3,7,6,7,5,7,7,6,7,6,6,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6
213,2,1,6,7,7,5,7,7,7,6,7,7,6,6,7,7,7,5,6,7,6,7,5,7,5,7,7,7,7,7,7,7,7,7,7,7,5,7,7,6,7,5,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
